RD [%],D [m],L [m],t [m],H [kN],M [kN.m],y [m],rot [deg]
0.30,6,12,0.055,449.2767944,26956.60767,0.084510982,0.556933675
0.30,6,12,0.055,540.7752075,32446.51245,0.124386285,0.818383533
0.30,6,12,0.055,612.6349487,36758.09692,0.164228514,1.08135901
0.30,6,12,0.055,672.0955811,40325.73486,0.203923404,1.345399611
0.30,6,12,0.055,724.343689,43460.62134,0.243594408,1.609968402
0.30,6,12,0.055,769.0371094,46142.22656,0.283165142,1.875166462
0.30,6,12,0.055,808.8341675,48530.05005,0.322712094,2.140689787
0.30,6,12,0.055,844.5055542,50670.33325,0.362219915,2.406489263
0.30,6,12,0.055,877.0081177,52620.48706,0.401691198,2.672466485
0.30,6,12,0.055,907.2639771,54435.83862,0.441152841,2.938515544
0.30,6,12,0.055,934.6130981,56076.78589,0.48064515,3.204637988
0.30,6,12,0.055,960.1516113,57609.09668,0.520174176,3.470728846
0.30,6,12,0.055,983.9848633,59039.0918,0.559719026,3.736788771
0.30,6,12,0.055,1006.429321,60385.75928,0.599292696,4.002773222
0.30,6,12,0.055,1027.56604,61653.9624,0.638889402,4.268657571
0.30,6,12,0.055,1047.043701,62822.62207,0.678530276,4.534446662
0.30,6,12,0.055,1065.349121,63920.94727,0.718164653,4.80013345
0.30,6,12,0.055,1082.419189,64945.15137,0.757809311,5.065699748
0.30,6,12,0.055,1098.262573,65895.75439,0.797439694,5.331164382
0.30,6,12,0.055,1113.056885,66783.41309,0.837056726,5.596494521
0.30,6,12,0.055,1127.099731,67625.98389,0.876677275,5.861633645
0.30,6,12,0.055,1140.616333,68436.97998,0.91628769,6.126569197
0.30,6,12,0.055,1153.381226,69202.87354,0.955858856,6.391335895
0.30,6,12,0.055,1165.372314,69922.33887,0.995451808,6.655869489
0.30,6,12,0.055,1177.2146,70632.87598,1.035050511,6.920121715
0.30,6,12,0.055,1188.883423,71333.00537,1.074687421,7.184054342
0.30,6,12,0.055,1199.772827,71986.36963,1.114315808,7.447747426
0.30,6,12,0.055,1210.178101,72610.68604,1.15393728,7.711162445
0.30,6,12,0.055,1220.192139,73211.52832,1.193530381,7.974306017
0.30,6,12,0.055,1229.653687,73779.22119,1.233098745,8.237180284
0.30,6,12,0.055,1234.975453,74098.52719,1.255506592,8.38589207
0.30,6,18,0.055,18.33409119,1100.045471,0.000408974,0.00244393
0.30,6,18,0.055,24.33950806,1460.370483,0.000547764,0.003264524
0.30,6,18,0.055,30.29545403,1817.727242,0.000687762,0.004087854
0.30,6,18,0.055,36.2022934,2172.137604,0.000828956,0.004913906
0.30,6,18,0.055,42.0581665,2523.48999,0.000971267,0.005742755
0.30,6,18,0.055,47.86858749,2872.11525,0.001114605,0.006574087
0.30,6,18,0.055,59.38115311,3562.869186,0.00140381,0.008242691
0.30,6,18,0.055,70.68468475,4241.081085,0.001697998,0.009922896
0.30,6,18,0.055,81.79334259,4907.600555,0.001996916,0.011613905
0.30,6,18,0.055,92.69526672,5561.716003,0.002300811,0.013316376
0.30,6,18,0.055,114.0750122,6844.500732,0.002918583,0.016745118
0.30,6,18,0.055,134.7042847,8082.25708,0.003553682,0.020215815
0.30,6,18,0.055,154.6223602,9277.341614,0.004205114,0.023726077
0.30,6,18,0.055,173.8662415,10431.97449,0.004871989,0.027273799
0.30,6,18,0.055,192.495163,11549.70978,0.005552699,0.03085569
0.30,6,18,0.055,210.6121521,12636.72913,0.006244733,0.034466101
0.30,6,18,0.055,228.1193695,13687.16217,0.006950573,0.038110207
0.30,6,18,0.055,245.1347656,14708.08594,0.007667559,0.041781487
0.30,6,18,0.055,246.908598,14814.51588,0.00774901,0.042193
0.30,6,18,0.055,350.6051636,21036.30981,0.012794936,0.067377555
0.30,6,18,0.055,514.3064575,30858.38745,0.023886276,0.120164009
0.30,6,18,0.055,761.2143555,45672.86133,0.04781219,0.230305295
0.30,6,18,0.055,1116.348267,66980.896,0.098486684,0.4586479
0.30,6,18,0.055,1383.7677,83026.06201,0.150557935,0.692477489
0.30,6,18,0.055,1593.395264,95603.71582,0.203504533,0.92993475
0.30,6,18,0.055,1769.74939,106184.9634,0.25683111,1.169581837
0.30,6,18,0.055,1925.324707,115519.4824,0.310426503,1.410549871
0.30,6,18,0.055,2061.035156,123662.1094,0.364240229,1.652819616
0.30,6,18,0.055,2183.436035,131006.1621,0.418252125,1.895882883
0.30,6,18,0.055,2295.094238,137705.6543,0.472433746,2.139562246
0.30,6,18,0.055,2397.527588,143851.6553,0.526749879,2.383753063
0.30,6,18,0.055,2492.316162,149538.9697,0.581150085,2.62838045
0.30,6,18,0.055,2580.216797,154813.0078,0.635610104,2.873396558
0.30,6,18,0.055,2662.530762,159751.8457,0.690179914,3.118645619
0.30,6,18,0.055,2740.559082,164433.5449,0.744839996,3.364026943
0.30,6,18,0.055,2813.582764,168814.9658,0.799581766,3.609597444
0.30,6,18,0.055,2882.444824,172946.6895,0.854400635,3.855299265
0.30,6,18,0.055,2948.04126,176882.4756,0.90926972,4.101070805
0.30,6,18,0.055,3008.600098,180516.0059,0.964194447,4.347026847
0.30,6,18,0.055,3066.491211,183989.4727,1.019181281,4.592971069
0.30,6,18,0.055,3122.326416,187339.585,1.074218631,4.838860367
0.30,6,18,0.055,3176.246826,190574.8096,1.129293144,5.08468605
0.30,6,18,0.055,3227.519287,193651.1572,1.184440911,5.330458481
0.30,6,18,0.055,3251.367973,195082.0784,1.210935232,5.448453031
0.30,6,24,0.055,34.0579071,2043.474426,0.000493653,0.002890966
0.30,6,24,0.055,50.84487152,3050.692291,0.000747002,0.004349162
0.30,6,24,0.055,67.48661804,4049.197083,0.001004264,0.005814852
0.30,6,24,0.055,83.98670197,5039.202118,0.001265289,0.007287787
0.30,6,24,0.055,100.3653564,6021.921387,0.001529545,0.008766905
0.30,6,24,0.055,116.5798874,6994.793243,0.001798431,0.010254498
0.30,6,24,0.055,132.6578217,7959.469299,0.002071116,0.011749107
0.30,6,24,0.055,161.5019379,9690.116272,0.002573542,0.014473246
0.30,6,24,0.055,189.8431091,11390.58655,0.00308987,0.017223368
0.30,6,24,0.055,217.8080444,13068.48267,0.003616499,0.019992927
0.30,6,24,0.055,245.1645203,14709.87122,0.004159841,0.022793652
0.30,6,24,0.055,272.1740723,16330.44434,0.004712494,0.025612246
0.30,6,24,0.055,287.7265492,17263.59295,0.005043757,0.027277865
0.30,6,24,0.055,498.2207031,29893.24219,0.010184401,0.05197439
0.30,6,24,0.055,848.6587524,50919.52515,0.022421424,0.104934587
0.30,6,24,0.055,1388.362915,83301.7749,0.051486043,0.218933605
0.30,6,24,0.055,2188.693604,131321.6162,0.117214266,0.461310346
0.30,6,24,0.055,2819.452881,169167.1729,0.187251016,0.712730151
0.30,6,24,0.055,3323.666748,199420.0049,0.26040528,0.970967983
0.30,6,24,0.055,3747.418701,224845.1221,0.335460499,1.23362844
0.30,6,24,0.055,4114.158203,246849.4922,0.41184032,1.499439498
0.30,6,24,0.055,4438.196289,266291.7773,0.48916766,1.767615179
0.30,6,24,0.055,4731.057617,283863.457,0.56723246,2.037450138
0.30,6,24,0.055,4998.469727,299908.1836,0.645910144,2.30859206
0.30,6,24,0.055,5242.742188,314564.5313,0.725174159,2.5808874
0.30,6,24,0.055,5468.695801,328121.748,0.804873526,2.854070518
0.30,6,24,0.055,5681.596191,340895.7715,0.884904653,3.127844394
0.30,6,24,0.055,5882.162109,352929.7266,0.965220422,3.402167192
0.30,6,24,0.055,6069.005859,364140.3516,1.045852691,3.677124378
0.30,6,24,0.055,6205.648659,372338.9196,1.109097132,3.892513573
0.30,6,30,0.055,33.05439758,1983.263855,0.000389672,0.002397287
0.30,6,30,0.055,49.44747162,2966.848297,0.00058838,0.00360277
0.30,6,30,0.055,65.76456451,3945.873871,0.000789294,0.004812055
0.30,6,30,0.055,82.00431061,4920.258636,0.000992378,0.006025171
0.30,6,30,0.055,98.1725235,5890.35141,0.001197498,0.007241779
0.30,6,30,0.055,125.8062057,7548.372345,0.001554018,0.009339075
0.30,6,30,0.055,153.1936798,9191.620789,0.001918036,0.011448434
0.30,6,30,0.055,180.3738251,10822.4295,0.002288339,0.013567932
0.30,6,30,0.055,207.3844299,12443.0658,0.002663755,0.015695804
0.30,6,30,0.055,234.1828308,14050.96985,0.003045613,0.017834082
0.30,6,30,0.055,260.7282104,15643.69263,0.003435211,0.019984624
0.30,6,30,0.055,274.1166771,16447.00062,0.003635608,0.021080618
0.30,6,30,0.055,588.4232178,35305.39307,0.008961213,0.048622111
0.30,6,30,0.055,1145.661255,68739.67529,0.021864558,0.10703633
0.30,6,30,0.055,2076.708008,124602.4805,0.053968014,0.232016843
0.30,6,30,0.055,3529.55957,211773.5742,0.131719485,0.498186512
0.30,6,30,0.055,4722.574707,283354.4824,0.217929877,0.776335785
0.30,6,30,0.055,5730.536621,343832.1973,0.310262546,1.063016879
0.30,6,30,0.055,6589.013184,395340.791,0.407555252,1.356576122
0.30,6,30,0.055,7333.558105,440013.4863,0.508446485,1.655524037
0.30,6,30,0.055,7995.242188,479714.5313,0.611972749,1.958331744
0.30,6,30,0.055,8596.624023,515797.4414,0.717452496,2.263865137
0.30,6,30,0.055,9151.050781,549063.0469,0.824458688,2.57148064
0.30,6,30,0.055,9661.933594,579716.0156,0.932884932,2.881012051
0.30,6,30,0.055,9725.852644,583551.1586,0.945815732,2.918070096
0.30,6,36,0.055,30.87002182,1852.201309,0.000339278,0.002155646
0.30,6,36,0.055,46.20845795,2772.507477,0.00051173,0.003238379
0.30,6,36,0.055,61.49252319,3689.551392,0.000685754,0.004323833
0.30,6,36,0.055,76.72400665,4603.440399,0.000861322,0.005411889
0.30,6,36,0.055,91.90235901,5514.141541,0.001038337,0.006502532
0.30,6,36,0.055,116.7856522,7007.13913,0.001331917,0.008300738
0.30,6,36,0.055,141.5047913,8490.287476,0.001630479,0.010106903
0.30,6,36,0.055,166.0998383,9965.990295,0.001932865,0.011919106
0.30,6,36,0.055,190.5620117,11433.7207,0.002239332,0.013737756
0.30,6,36,0.055,214.9163818,12894.98291,0.002549095,0.015561667
0.30,6,36,0.055,239.1399841,14348.39905,0.002862882,0.017391931
0.30,6,36,0.055,247.6005457,14856.03274,0.002975993,0.018040756
0.30,6,36,0.055,628.6868896,37721.21338,0.008637399,0.048909783
0.30,6,36,0.055,1324.631226,79477.87354,0.022131288,0.113643945
0.30,6,36,0.055,2564.168213,153850.0928,0.05482986,0.249391043
0.30,6,36,0.055,4201.241211,252074.4727,0.11363202,0.462662476
0.30,6,36,0.055,5662.42041,339745.2246,0.17984236,0.682452499
0.30,6,36,0.055,6989.406738,419364.4043,0.25134746,0.907561923
0.30,6,36,0.055,8202.560547,492153.6328,0.327308521,1.137213387
0.30,6,36,0.055,9310.189453,558611.3672,0.407474995,1.371037681
0.30,6,36,0.055,10325.19922,619511.9531,0.491335139,1.608501212
0.30,6,36,0.055,11258.09277,675485.5664,0.578556001,1.849149172
0.30,6,36,0.055,12129.08594,727745.1563,0.668163627,2.092205172
0.30,6,36,0.055,12818.79072,769127.4431,0.744968539,2.297624902
0.30,8,16,0.073,16.39602852,983.7617111,0.000338269,0.001913575
0.30,8,16,0.073,24.40642166,1464.3853,0.000509194,0.002873433
0.30,8,16,0.073,32.30490494,1938.294296,0.000681228,0.003835075
0.30,8,16,0.073,40.10011292,2406.006775,0.000854262,0.004798345
0.30,8,16,0.073,47.79515076,2867.709045,0.001028267,0.005763191
0.30,8,16,0.073,55.38929367,3323.35762,0.001203151,0.006729589
0.30,8,16,0.073,62.89034271,3773.420563,0.001378904,0.007697441
0.30,8,16,0.073,77.65947723,4659.568634,0.001732605,0.00963685
0.30,8,16,0.073,91.9853363,5519.120178,0.002090647,0.011583154
0.30,8,16,0.073,105.9267197,6355.60318,0.002452311,0.013535511
0.30,8,16,0.073,132.9093628,7974.561768,0.003183985,0.01745452
0.30,8,16,0.073,158.526535,9511.592102,0.003927652,0.02139534
0.30,8,16,0.073,182.9214478,10975.28687,0.004681932,0.025355532
0.30,8,16,0.073,227.0590363,13623.54218,0.006158214,0.033024845
0.30,8,16,0.073,267.6615601,16059.6936,0.007663873,0.040749749
0.30,8,16,0.073,305.4180298,18325.08179,0.009192736,0.048519426
0.30,8,16,0.073,340.6425171,20438.55103,0.010741964,0.056329102
0.30,8,16,0.073,373.7727661,22426.36597,0.012307839,0.064172065
0.30,8,16,0.073,405.1941833,24311.651,0.013887276,0.07204254
0.30,8,16,0.073,424.0821211,25444.92726,0.01487768,0.076964984
0.30,8,16,0.073,506.2960205,30377.76123,0.019461062,0.09966
0.30,8,16,0.073,640.2161865,38412.97119,0.028876963,0.145531688
0.30,8,16,0.073,852.6763916,51160.5835,0.048010768,0.238299404
0.30,8,16,0.073,1155.887207,69353.23242,0.086886872,0.426170532
0.30,8,16,0.073,1544.320801,92659.24805,0.165105432,0.806569486
0.30,8,16,0.073,1835.782227,110146.9336,0.242724396,1.189746641
0.30,8,16,0.073,2061.268799,123676.1279,0.320100039,1.574607735
0.30,8,16,0.073,2243.414551,134604.873,0.397174627,1.96064973
0.30,8,16,0.073,2397.814941,143868.8965,0.474050924,2.347360636
0.30,8,16,0.073,2531.485107,151889.1064,0.550879836,2.734398485
0.30,8,16,0.073,2648.880127,158932.8076,0.627596766,3.121699635
0.30,8,16,0.073,2753.997803,165239.8682,0.704323411,3.508990917
0.30,8,16,0.073,2849.591797,170975.5078,0.781078577,3.896165687
0.30,8,16,0.073,2936.433105,176185.9863,0.857792377,4.283233814
0.30,8,16,0.073,3015.662109,180939.7266,0.934522778,4.670067555
0.30,8,16,0.073,3088.141357,185288.4814,1.011258662,5.056632431
0.30,8,16,0.073,3152.525879,189151.5527,1.087975562,5.442948894
0.30,8,16,0.073,3212.812256,192768.7354,1.164682806,5.828870594
0.30,8,16,0.073,3269.32373,196159.4238,1.241384566,6.214350692
0.30,8,16,0.073,3322.615967,199356.958,1.318082988,6.599347496
0.30,8,16,0.073,3372.567139,202354.0283,1.394756138,6.983847381
0.30,8,16,0.073,3420.192627,205211.5576,1.471421957,7.367777869
0.30,8,16,0.073,3464.909424,207894.5654,1.548075378,7.751122994
0.30,8,16,0.073,3508.088135,210485.2881,1.624702871,8.133825567
0.30,8,16,0.073,3533.961377,212037.6826,1.674229587,8.381187768
0.30,8,24,0.073,44.67450714,2680.470428,0.000467885,0.002115404
0.30,8,24,0.073,66.59544373,3995.726624,0.000706078,0.003179508
0.30,8,24,0.073,88.26886749,5296.13205,0.000946802,0.004247337
0.30,8,24,0.073,109.7067108,6582.402649,0.001189896,0.005318683
0.30,8,24,0.073,130.8870087,7853.22052,0.001435521,0.006393838
0.30,8,24,0.073,172.6328125,10357.96875,0.001933024,0.008553302
0.30,8,24,0.073,213.2490082,12794.94049,0.002441847,0.010729543
0.30,8,24,0.073,292.166748,17530.00488,0.003481587,0.015113765
0.30,8,24,0.073,366.5657959,21993.94775,0.004565583,0.019564907
0.30,8,24,0.073,438.2928772,26297.57263,0.00567465,0.024055937
0.30,8,24,0.073,506.9334412,30416.00647,0.00681258,0.028592725
0.30,8,24,0.073,572.4069824,34344.41895,0.007980138,0.033176114
0.30,8,24,0.073,635.2652588,38115.91553,0.009171902,0.037798076
0.30,8,24,0.073,695.7731323,41746.38794,0.010385235,0.042454829
0.30,8,24,0.073,724.9663205,43497.97923,0.010999143,0.044791778
0.30,8,24,0.073,957.1442871,57428.65723,0.016282018,0.064614763
0.30,8,24,0.073,1335.827026,80149.62158,0.02766949,0.105501847
0.30,8,24,0.073,1926.312988,115578.7793,0.052014228,0.189746144
0.30,8,24,0.073,2806.823242,168409.3945,0.103261478,0.362983773
0.30,8,24,0.073,3491.219482,209473.1689,0.155947641,0.539551626
0.30,8,24,0.073,4029.464844,241767.8906,0.209593363,0.718692972
0.30,8,24,0.073,4479.424316,268765.459,0.263742492,0.899455028
0.30,8,24,0.073,4873.86377,292431.8262,0.318138734,1.081289168
0.30,8,24,0.073,5225.70166,313542.0996,0.372685716,1.263960325
0.30,8,24,0.073,5546.005859,332760.3516,0.427372903,1.447223417
0.30,8,24,0.073,5837.939941,350276.3965,0.482145861,1.631052294
0.30,8,24,0.073,6106.656738,366399.4043,0.537019908,1.815298888
0.30,8,24,0.073,6354.854492,381291.2695,0.591993749,1.999905308
0.30,8,24,0.073,6586.920898,395215.2539,0.647011966,2.18480812
0.30,8,24,0.073,6806.780273,408406.8164,0.702068776,2.369922813
0.30,8,24,0.073,7013.552734,420813.1641,0.757166058,2.555261531
0.30,8,24,0.073,7208.567871,432514.0723,0.812330693,2.740760774
0.30,8,24,0.073,7393.411621,443604.6973,0.867556214,2.926389556
0.30,8,24,0.073,7569.880859,454192.8516,0.922828376,3.112111693
0.30,8,24,0.073,7735.680664,464140.8398,0.978173405,3.297955068
0.30,8,24,0.073,7894.566895,473674.0137,1.033538669,3.483877857
0.30,8,24,0.073,8046.842285,482810.5371,1.088950396,3.669839452
0.30,8,24,0.073,8193.104492,491586.2695,1.144381642,3.855846468
0.30,8,24,0.073,8330.188477,499811.3086,1.199858069,4.041942346
0.30,8,24,0.073,8461.256836,507675.4102,1.255376339,4.228063016
0.30,8,24,0.073,8588.345703,515300.7422,1.310913324,4.414168599
0.30,8,24,0.073,8712.28125,522736.875,1.366476774,4.600232647
0.30,8,24,0.073,8830.939453,529856.3672,1.422104776,4.786263945
0.30,8,24,0.073,8945.367188,536722.0313,1.477767587,4.972260666
0.30,8,24,0.073,9055.342773,543320.5664,1.533491671,5.158205739
0.30,8,24,0.073,9164.014648,549840.8789,1.589189589,5.344089746
0.30,8,24,0.073,9234.174177,554050.4506,1.626247814,5.467662809
0.30,8,32,0.073,56.95917892,3417.550735,0.0004132,0.001851562
0.30,8,32,0.073,85.15239716,5109.143829,0.000623146,0.002781385
0.30,8,32,0.073,113.1781158,6790.686951,0.000835054,0.003713523
0.30,8,32,0.073,141.0368347,8462.210083,0.001048901,0.004647941
0.30,8,32,0.073,168.7306519,10123.83911,0.001264648,0.005584586
0.30,8,32,0.073,196.2577667,11775.466,0.001482278,0.006523453
0.30,8,32,0.073,250.9311829,15055.87097,0.001921969,0.008406355
0.30,8,32,0.073,304.7831116,18286.98669,0.002371269,0.01030021
0.30,8,32,0.073,390.5662537,23433.97522,0.003110011,0.013372718
0.30,8,32,0.073,474.5465698,28472.79419,0.00386969,0.016469015
0.30,8,32,0.073,556.8366089,33410.19653,0.004648775,0.019587478
0.30,8,32,0.073,637.5195923,38251.17554,0.005446088,0.022726916
0.30,8,32,0.073,716.8231201,43009.38721,0.006258874,0.025884349
0.30,8,32,0.073,794.6106567,47676.6394,0.007088518,0.02906144
0.30,8,32,0.073,839.9374411,50396.24647,0.007589271,0.030955227
0.30,8,32,0.073,1298.732056,77923.92334,0.013204184,0.051471525
0.30,8,32,0.073,2087.77124,125266.2744,0.025914662,0.094129534
0.30,8,32,0.073,3352.572021,201154.3213,0.055138875,0.183263256
0.30,8,32,0.073,5268.95459,316137.2754,0.120977778,0.369142391
0.30,8,32,0.073,6829.215332,409752.9199,0.19074706,0.559799219
0.30,8,32,0.073,8098.289063,485897.3438,0.26362437,0.754435873
0.30,8,32,0.073,9174.847656,550490.8594,0.338436559,0.951819195
0.30,8,32,0.073,10110.61133,606636.6797,0.414565027,1.151289043
0.30,8,32,0.073,10944.49805,656669.8828,0.491627455,1.352280947
0.30,8,32,0.073,11702.39258,702143.5547,0.569390804,1.554378518
0.30,8,32,0.073,12395.46973,743728.1836,0.647764325,1.757411609
0.30,8,32,0.073,13039.9375,782396.25,0.726582229,1.96111332
0.30,8,32,0.073,13636.93945,818216.3672,0.805865616,2.165455163
0.30,8,32,0.073,14199.75977,851985.5859,0.885483682,2.370234973
0.30,8,32,0.073,14729.24023,883754.4141,0.965416402,2.575444459
0.30,8,32,0.073,15227.13867,913628.3203,1.04563871,2.781065474
0.30,8,32,0.073,15689.54883,941372.9297,1.126185417,2.987165928
0.30,8,32,0.073,16124.30566,967458.3398,1.206992984,3.193598108
0.30,8,32,0.073,16534.36719,992062.0313,1.28805548,3.400292949
0.30,8,32,0.073,16928.13672,1015688.203,1.369279087,3.607147429
0.30,8,32,0.073,17308.75586,1038525.352,1.450624466,3.814102232
0.30,8,32,0.073,17570.20868,1054212.521,1.507413425,3.958567823
0.30,8,40,0.073,54.95409012,3297.245407,0.000344,0.001601626
0.30,8,40,0.073,82.25901794,4935.541077,0.000518132,0.002404772
0.30,8,40,0.073,109.4579697,6567.47818,0.000693584,0.00320936
0.30,8,40,0.073,136.5611877,8193.671265,0.000870227,0.004015206
0.30,8,40,0.073,163.5692291,9814.153748,0.001048048,0.004822296
0.30,8,40,0.073,190.4733582,11428.40149,0.001227095,0.00563073
0.30,8,40,0.073,217.2827301,13036.96381,0.00140729,0.006440363
0.30,8,40,0.073,270.6958008,16241.74805,0.00177016,0.008062361
0.30,8,40,0.073,323.6404724,19418.42834,0.002138962,0.00969026
0.30,8,40,0.073,404.0053711,24240.32227,0.002711621,0.012190121
0.30,8,40,0.073,483.4265747,29005.59448,0.003296156,0.014701733
0.30,8,40,0.073,562.1470337,33728.82202,0.003889408,0.017221994
0.30,8,40,0.073,639.8103638,38388.62183,0.004495835,0.019755201
0.30,8,40,0.073,716.8529663,43011.17798,0.005109846,0.022295947
0.30,8,40,0.073,793.1583862,47589.50317,0.005732942,0.02484556
0.30,8,40,0.073,798.8575081,47931.45049,0.005787298,0.025052521
0.30,8,40,0.073,1452.725952,87163.55713,0.011715439,0.04821869
0.30,8,40,0.073,2630.826416,157849.585,0.025241426,0.096012116
0.30,8,40,0.073,4657.134277,279428.0566,0.056969317,0.194962915
0.30,8,40,0.073,7941.974121,476518.4473,0.132122986,0.400033331
0.30,8,40,0.073,10719.3291,643159.7461,0.21494785,0.609994354
